Field Identification,,,,Field Type,,,ICH,,Post-Market,,Pre-Market (IND and IND-exempt BA/BE),,VAERS,,,,,Type of Change,Q&A,Null Flag Applicable,,,,,,,,,Field OIDs,HL7 Data Type,,Xpath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA,FDA.G.k.12.r,FDA.G.k.12.r.2.r,"If follow-up, what type?",1,N,"<Observation><code>= C54592. 
1=Correction
2=Additional Informaton
3=Response to FDA Request
4= Device Evaluation",-,-,Optional,Classification of the type of follow-up ICSR. Use the same manfacturer control number (to ensure the report is not misidentified in FAERS as an initial report).,-,-,,,,Optional,One or more codes can be provided.,FDA regional data element,,No,No,No,No,No,No,No,No,No,"2.16.840.1.113883.3.26.1.1
2.16.840.1.113883.3.989.5.1.2.1.1.5 ",,,/MCCI_IN200100UV01/PORR_IN049016UV[r]/controlActProcess[@classCode='CACT'][@moodCode='EVN']/subject[@typeCode='SUBJ']/investigationEvent[@classCode='INVSTG'][@moodCode='EVN']/component[@typeCode='COMP'][adverseEventAssessment]/adverseEventAssessment[@classCode='INVSTG'][@moodCode='EVN']/subject1[@typeCode='SBJ']/primaryRole[@classCode='INVSBJ']/subjectOf2[@typeCode='SBJ'][organizer/code[@code='4'][@codeSystem='2.16.840.1.113883.3.989.2.1.1.20']]/organizer[@classCode='CATEGORY'][@moodCode='EVN']/component[@typeCode='COMP'][substanceAdministration/id][k]/substanceAdministration[@classCode='SBADM'][@moodCode='EVN']/consumable[@typeCode='CSM']/instanceOfKind[@classCode='INST']/kindOfProduct[@classCode='MMAT'][@determinerCode='KIND']/part[@classCode='PART'][r]/deviceOf[observation/code[@codeSystem='2.16.840.1.113883.3.989.2.1.1.19']][r]/observation[@classCode='OBS'][@moodCode='EVN']/value[@xsi:type='CE'][@codeSystem='2.16.840.1.113883.3.989.5.1.2.2.1.1.5']/@code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA,FDA.G.k.12.r,FDA.G.k.12.r.3.r,Device Problem Code,7,AN,"<Observation><code>= C54451.  
FDA Device Problem Codelist
(https://www.fda.gov/media/146825/download)",-,-,Conditional-Required,"Required, if Malfunction (FDA.G.k.12.r.1) is 'true'. FDA will only validate format. One or more codes can be provided.
Provide valid FDA or IMDRF device problem code ",-,-,,,,Conditional-Mandatory,This field is required when Malfunction = true. FDA will only validate format. One or more codes can be provided.,FDA regional data element,,No,No,No,No,No,No,No,No,No,2.16.840.1.113883.3.26.1.1 ,,,"/MCCI_IN200100UV01/PORR_IN049016UV[r]/controlActProcess[@classCode='CACT'][@moodCode='EVN']/subject[@typeCode='SUBJ']/investigationEvent[@classCode='INVSTG'][@moodCode='EVN']/component[@typeCode='COMP'][adverseEventAssessment]/adverseEventAssessment[@classCode='INVSTG'][@moodCode='EVN']/subject1[@typeCode='SBJ']/primaryRole[@classCode='INVSBJ']/subjectOf2[@typeCode='SBJ'][organizer/code[@code='4'][@codeSystem='2.16.840.1.113883.3.989.2.1.1.20']]/organizer[@classCode='CATEGORY'][@moodCode='EVN']/component[@typeCode='COMP'][substanceAdministration/id][k]/substanceAdministration[@classCode='SBADM'][@moodCode='EVN']/consumable[@typeCode='CSM']/instanceOfKind[@classCode='INST']/kindOfProduct[@classCode='MMAT'][@determinerCode='KIND']/part[r]/partProduct/asManufacturedProduct[classCode=""MANU""]/subjectOf[typeCode=""SBJ""][characteristic/code[@code='C54451'][@codeSystem='2.16.840.1.113883.3.26.1.1']]/characteristic[@classCode=""OBS""][@moodCode=""EVN""]/value[@xsi:type=""CE""]/@code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA,FDA.G.k.12.r,FDA.G.k.12.r.4,Device Brand Name,80,AN,"Free Text
nullFlavor: NI",-,-,Conditional-Required,"If Combination Product Report Indicator (FDA.C.1.12) is true, then provide the device brand name and the common device name. Either can be null however, if both are null a value for Device Product Code (FDA.G.k.12.r.6) is required ",-,-,,,,Conditional-Mandatory,"At least one of the 3 must be reported with a non null value: <brandname> or <commondevicename> or <productcode> for the device constituent part when Malfunction = true

There will always be two <name> elements present – the first being the brand name, and the second being the common device name.  Either can be null however, if both are null a value for FDA.G.k.12.r.6 is required",FDA regional data element,,Yes,No,No,No,No,No,No,No,No,2.16.840.1.113883.3.26.1.1 ,,,"/MCCI_IN200100UV01/PORR_IN049016UV[r]/controlActProcess[@classCode='CACT'][@moodCode='EVN']/subject[@typeCode='SUBJ']/investigationEvent[@classCode='INVSTG'][@moodCode='EVN']/component[@typeCode='COMP'][adverseEventAssessment]/adverseEventAssessment[@classCode='INVSTG'][@moodCode='EVN']/subject1[@typeCode='SBJ']/primaryRole[@classCode='INVSBJ']/subjectOf2[@typeCode='SBJ'][organizer/code[@code='4'][@codeSystem='2.16.840.1.113883.3.989.2.1.1.20']]/organizer[@classCode='CATEGORY'][@moodCode='EVN']/component[@typeCode='COMP'][substanceAdministration/id][k]/substanceAdministration[@classCode='SBADM'][@moodCode='EVN']/consumable[@typeCode='CSM']/instanceOfKind[@classCode='INST']/kindOfProduct[@classCode='MMAT'][@determinerCode='KIND']/part[@classCode=""PART""][r]/partProduct[@classCode=""DEV""][@determinerCode=""KIND""]/name/text()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA,FDA.G.k.12.r,FDA.G.k.12.r.5,Common Device Name,80,AN,"Free Text
nullFlavor: NI",-,-,Conditional-Required,"If Combination Product Report Indicator (FDA.C.1.12) is true, then provide the device brand name and the common device name. Either can be null however, if both are null a value for Device Product Code (FDA.G.k.12.r.6) is required ",-,-,,,,Conditional-Mandatory,"At least one of the 3 must be reported with a non null value: <brandname> or <commondevicename> or <productcode> for the device constituent part when Malfunction = true

There will always be two <name> elements present – the first being the brand name, and the second being the common device name.  Either can be null however, if both are null a value for FDA.G.k.12.r.6 is required",FDA regional data element,,Yes,No,No,No,No,No,No,No,No,2.16.840.1.113883.3.26.1.1 ,,,"/MCCI_IN200100UV01/PORR_IN049016UV[r]/controlActProcess[@classCode='CACT'][@moodCode='EVN']/subject[@typeCode='SUBJ']/investigationEvent[@classCode='INVSTG'][@moodCode='EVN']/component[@typeCode='COMP'][adverseEventAssessment]/adverseEventAssessment[@classCode='INVSTG'][@moodCode='EVN']/subject1[@typeCode='SBJ']/primaryRole[@classCode='INVSBJ']/subjectOf2[@typeCode='SBJ'][organizer/code[@code='4'][@codeSystem='2.16.840.1.113883.3.989.2.1.1.20']]/organizer[@classCode='CATEGORY'][@moodCode='EVN']/component[@typeCode='COMP'][substanceAdministration/id][k]/substanceAdministration[@classCode='SBADM'][@moodCode='EVN']/consumable[@typeCode='CSM']/instanceOfKind[@classCode='INST']/kindOfProduct[@classCode='MMAT'][@determinerCode='KIND']/part[@classCode=""PART""][r]/partProduct[@classCode=""DEV""][@determinerCode=""KIND""]/code[@codeSystem=""2.16.840.1.113883.3.26.1.1""]/@displayName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA,FDA.G.k.12.r,FDA.G.k.12.r.6,Device Product Code,10,AN,"FDA Device Component Code
(https://www.fda.gov/media/146826/download)",-,-,Conditional-Required,"If both Device Brand Name (FDA.G.k.12.r.4) and Common Device Name (FDA.G.k.12.r.5) are null, then the value for Device Product Code (FDA.G.k.12.r.6) is required",-,-,,,,Conditional-Mandatory,"At least one of the 3 must be reported with a non null value: <brandname> or <commondevicename> or <productcode> for the device constituent part when Malfunction = true

Use the NCI C code that is corresponding to the product code.",FDA regional data element,,No,No,No,No,No,No,No,No,No,2.16.840.1.113883.3.26.1.1 ,,,"/MCCI_IN200100UV01/PORR_IN049016UV[r]/controlActProcess[@classCode='CACT'][@moodCode='EVN']/subject[@typeCode='SUBJ']/investigationEvent[@classCode='INVSTG'][@moodCode='EVN']/component[@typeCode='COMP'][adverseEventAssessment]/adverseEventAssessment[@classCode='INVSTG'][@moodCode='EVN']/subject1[@typeCode='SBJ']/primaryRole[@classCode='INVSBJ']/subjectOf2[@typeCode='SBJ'][organizer/code[@code='4'][@codeSystem='2.16.840.1.113883.3.989.2.1.1.20']]/organizer[@classCode='CATEGORY'][@moodCode='EVN']/component[@typeCode='COMP'][substanceAdministration/id][k]/substanceAdministration[@classCode='SBADM'][@moodCode='EVN']/consumable[@typeCode='CSM']/instanceOfKind[@classCode='INST']/kindOfProduct[@classCode='MMAT'][@determinerCode='KIND']/part[@classCode=""PART""][r]/partProduct[@classCode=""DEV""][@determinerCode=""KIND""]/code[@codeSystem=""2.16.840.1.113883.3.989.5.1.2.2.1.2.4""]/@code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA,G.k.12.r,FDA.G.k.12.r.7,Device Manufacturer,,,,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA,FDA.G.k.12.r,FDA.G.k.12.r.7.1a,Device Manufacturer Name,100,AN,Free Text,-,-,Optional,,-,-,,,,Optional,,FDA regional data element,,No,No,No,No,No,No,No,No,No,,,,"/MCCI_IN200100UV01/PORR_IN049016UV[r]/controlActProcess[@classCode='CACT'][@moodCode='EVN']/subject[@typeCode='SUBJ']/investigationEvent[@classCode='INVSTG'][@moodCode='EVN']/component[@typeCode='COMP'][adverseEventAssessment]/adverseEventAssessment[@classCode='INVSTG'][@moodCode='EVN']/subject1[@typeCode='SBJ']/primaryRole[@classCode='INVSBJ']/subjectOf2[@typeCode='SBJ'][organizer/code[@code='4'][@codeSystem='2.16.840.1.113883.3.989.2.1.1.20']]/organizer[@classCode='CATEGORY'][@moodCode='EVN']/component[@typeCode='COMP'][substanceAdministration/id][k]/substanceAdministration[@classCode='SBADM'][@moodCode='EVN']/consumable[@typeCode='CSM']/instanceOfKind[@classCode='INST']/kindOfProduct[@classCode='MMAT'][@determinerCode='KIND']/part[@classCode=""PART""][r]/partProduct[@classCode=""DEV""][@determinerCode=""KIND""]/asManufacturedProduct[@classCode=""MANU""][r]/manufacturerOrganization[@classCode=""ORG""][@determinerCode=""INSTANCE']/name/text()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA,FDA.G.k.12.r,FDA.G.k.12.r.7.1b,Device Manufacturer Address,100,AN,Free Text,-,-,Optional,,-,-,,,,Optional,,FDA regional data element,,No,No,No,No,No,No,No,No,No,,,,"/MCCI_IN200100UV01/PORR_IN049016UV[r]/controlActProcess[@classCode='CACT'][@moodCode='EVN']/subject[@typeCode='SUBJ']/investigationEvent[@classCode='INVSTG'][@moodCode='EVN']/component[@typeCode='COMP'][adverseEventAssessment]/adverseEventAssessment[@classCode='INVSTG'][@moodCode='EVN']/subject1[@typeCode='SBJ']/primaryRole[@classCode='INVSBJ']/subjectOf2[@typeCode='SBJ'][organizer/code[@code='4'][@codeSystem='2.16.840.1.113883.3.989.2.1.1.20']]/organizer[@classCode='CATEGORY'][@moodCode='EVN']/component[@typeCode='COMP'][substanceAdministration/id][k]/substanceAdministration[@classCode='SBADM'][@moodCode='EVN']/consumable[@typeCode='CSM']/instanceOfKind[@classCode='INST']/kindOfProduct[@classCode='MMAT'][@determinerCode='KIND']/part[@classCode=""PART""][r]/partProduct[@classCode=""DEV""][@determinerCode=""KIND""]/asManufacturedProduct[@classCode=""MANU""][r]/manufacturerOrganization[@classCode=""ORG""][@determinerCode=""INSTANCE']/addr/streetAddressLine/text()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA,FDA.G.k.12.r,FDA.G.k.12.r.7.1c,Device Manufacturer City,35,AN,Free Text,-,-,Optional,,-,-,,,,Optional,,FDA regional data element,,No,No,No,No,No,No,No,No,No,,,,"/MCCI_IN200100UV01/PORR_IN049016UV[r]/controlActProcess[@classCode='CACT'][@moodCode='EVN']/subject[@typeCode='SUBJ']/investigationEvent[@classCode='INVSTG'][@moodCode='EVN']/component[@typeCode='COMP'][adverseEventAssessment]/adverseEventAssessment[@classCode='INVSTG'][@moodCode='EVN']/subject1[@typeCode='SBJ']/primaryRole[@classCode='INVSBJ']/subjectOf2[@typeCode='SBJ'][organizer/code[@code='4'][@codeSystem='2.16.840.1.113883.3.989.2.1.1.20']]/organizer[@classCode='CATEGORY'][@moodCode='EVN']/component[@typeCode='COMP'][substanceAdministration/id][k]/substanceAdministration[@classCode='SBADM'][@moodCode='EVN']/consumable[@typeCode='CSM']/instanceOfKind[@classCode='INST']/kindOfProduct[@classCode='MMAT'][@determinerCode='KIND']/part[@classCode=""PART""][r]/partProduct[@classCode=""DEV""][@determinerCode=""KIND""]/asManufacturedProduct[@classCode=""MANU""][r]/manufacturerOrganization[@classCode=""ORG""][@determinerCode=""INSTANCE']/addr/city/text()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA,FDA.G.k.12.r,FDA.G.k.12.r.7.1d,Device Manufacturer State,40,AN,Free Text,-,-,Optional,,-,-,,,,Optional,,FDA regional data element,,No,No,No,No,No,No,No,No,No,,,,"/MCCI_IN200100UV01/PORR_IN049016UV[r]/controlActProcess[@classCode='CACT'][@moodCode='EVN']/subject[@typeCode='SUBJ']/investigationEvent[@classCode='INVSTG'][@moodCode='EVN']/component[@typeCode='COMP'][adverseEventAssessment]/adverseEventAssessment[@classCode='INVSTG'][@moodCode='EVN']/subject1[@typeCode='SBJ']/primaryRole[@classCode='INVSBJ']/subjectOf2[@typeCode='SBJ'][organizer/code[@code='4'][@codeSystem='2.16.840.1.113883.3.989.2.1.1.20']]/organizer[@classCode='CATEGORY'][@moodCode='EVN']/component[@typeCode='COMP'][substanceAdministration/id][k]/substanceAdministration[@classCode='SBADM'][@moodCode='EVN']/consumable[@typeCode='CSM']/instanceOfKind[@classCode='INST']/kindOfProduct[@classCode='MMAT'][@determinerCode='KIND']/part[@classCode=""PART""][r]/partProduct[@classCode=""DEV""][@determinerCode=""KIND""]/asManufacturedProduct[@classCode=""MANU""][r]/manufacturerOrganization[@classCode=""ORG""][@determinerCode=""INSTANCE']/addr/state/text()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA,FDA.G.k.12.r,FDA.G.k.12.r.7.1e,Device Manufacturer Country,2,AN,"ISO 3166-1 alpha-2, EU",-,-,Optional,,-,-,,,,Optional,,FDA regional data element,,No,No,No,No,No,No,No,No,No,,,,"/MCCI_IN200100UV01/PORR_IN049016UV[r]/controlActProcess[@classCode='CACT'][@moodCode='EVN']/subject[@typeCode='SUBJ']/investigationEvent[@classCode='INVSTG'][@moodCode='EVN']/component[@typeCode='COMP'][adverseEventAssessment]/adverseEventAssessment[@classCode='INVSTG'][@moodCode='EVN']/subject1[@typeCode='SBJ']/primaryRole[@classCode='INVSBJ']/subjectOf2[@typeCode='SBJ'][organizer/code[@code='4'][@codeSystem='2.16.840.1.113883.3.989.2.1.1.20']]/organizer[@classCode='CATEGORY'][@moodCode='EVN']/component[@typeCode='COMP'][substanceAdministration/id][k]/substanceAdministration[@classCode='SBADM'][@moodCode='EVN']/consumable[@typeCode='CSM']/instanceOfKind[@classCode='INST']/kindOfProduct[@classCode='MMAT'][@determinerCode='KIND']/part[@classCode=""PART""][r]/partProduct[@classCode=""DEV""][@determinerCode=""KIND""]/asManufacturedProduct[@classCode=""MANU""][r]/manufacturerOrganization[@classCode=""ORG""][@determinerCode=""INSTANCE']/addr/country/text()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA,FDA.G.k.12.r,FDA.G.k.12.r.8,Device Usage,1,N,"<Observation><code>= C54595
1=Initial Use of Device
2=Reuse
3=Unknown",-,-,Optional,,-,-,,,,,,FDA regional data element,,No,No,No,No,No,No,No,No,No,2.16.840.1.113883.3.989.5.1.2.1.1.4,,,"/MCCI_IN200100UV01/PORR_IN049016UV[r]/controlActProcess[@classCode='CACT'][@moodCode='EVN']/subject[@typeCode='SUBJ']/investigationEvent[@classCode='INVSTG'][@moodCode='EVN']/component[@typeCode='COMP'][adverseEventAssessment]/adverseEventAssessment[@classCode='INVSTG'][@moodCode='EVN']/subject1[@typeCode='SBJ']/primaryRole[@classCode='INVSBJ']/subjectOf2[@typeCode='SBJ'][organizer/code[@code='4'][@codeSystem='2.16.840.1.113883.3.989.2.1.1.20']]/organizer[@classCode='CATEGORY'][@moodCode='EVN']/component[@typeCode='COMP'][substanceAdministration/id][k]/substanceAdministration[@classCode='SBADM'][@moodCode='EVN']/consumable[@typeCode='CSM']/instanceOfKind[@classCode='INST']/kindOfProduct[@classCode='MMAT'][@determinerCode='KIND']/part[r]/partProduct/asManufacturedProduct[classCode=""MANU""]/subjectOf[typeCode=""SBJ""][characteristic/code[@code='2'][@codeSystem='2.16.840.1.113883.3.989.2.1.1.19']]/characteristic[classCode=""OBS""][moodCode=""EVN""]/value[@xsi:type=""CE""]/[@codeSystem='2.16.840.1.113883.3.989.5.1.2.2.1.1.4']/@code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA,FDA.G.k.12.r,FDA.G.k.12.r.9,Device Lot Number,100,AN,Free Text,-,-,Optional,"UDI PI, the lot or batch number within which a device was manufactured",-,-,,,,,,FDA regional data element,,No,No,No,No,No,No,No,No,No,,,,/MCCI_IN200100UV01/PORR_IN049016UV[r]/controlActProcess[@classCode='CACT'][@moodCode='EVN']/subject[@typeCode='SUBJ']/investigationEvent[@classCode='INVSTG'][@moodCode='EVN']/component[@typeCode='COMP'][adverseEventAssessment]/adverseEventAssessment[@classCode='INVSTG'][@moodCode='EVN']/subject1[@typeCode='SBJ']/primaryRole[@classCode='INVSBJ']/subjectOf2[@typeCode='SBJ'][organizer/code[@code='C102467'][@codeSystem='2.16.840.1.113883.3.26.1.1.20']]/organizer[@classCode='CATEGORY'][@moodCode='EVN']/component[@typeCode='COMP'][substanceAdministration][r]/substanceAdministration[@classCode='SBADM'][@moodCode='EVN']/consumable[@typeCode='CSM']/instanceOfKind[@classCode='INST']/kindOfProduct[@classCode='MMAT'][@determinerCode='KIND']/part[@classCode='PART'][r]/partProduct/instanceOfKind[@classCode='INST']/productInstanceInstancedeviceInstance[@classCode='DEV'][@determinerCode='INSTANCE']/lotNumberText/text(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA,FDA.G.k.12.r,FDA.G.k.12.r.10,Operator of the Device,1,N,"1= Health Professional              
2= Lay User/Patient                 
3= Other",-,-,Optional,"Use '1' or '2' to describe the operator,  If None Applicable, Then Specify value '3'.",-,-,,,,,,FDA regional data element,,No,No,No,No,No,No,No,No,No,2.16.840.1.113883.3.989.5.1.2.1.1.6 ,,,/MCCI_IN200100UV01/PORR_IN049016UV[r]/controlActProcess[@classCode='CACT'][@moodCode='EVN']/subject[@typeCode='SUBJ']/investigationEvent[@classCode='INVSTG'][@moodCode='EVN']/component[@typeCode='COMP'][adverseEventAssessment]/adverseEventAssessment[@classCode='INVSTG'][@moodCode='EVN']/subject1[@typeCode='SBJ']/primaryRole[@classCode='INVSBJ']/subjectOf2[@typeCode='SBJ'][organizer/code[@code='4'][@codeSystem='2.16.840.1.113883.3.989.2.1.1.20']]/organizer[@classCode='CATEGORY'][@moodCode='EVN']/component[@typeCode='COMP'][substanceAdministration/id][k]/substanceAdministration[@classCode='SBADM'][@moodCode='EVN']/consumable[@typeCode='CSM']/instanceOfKind[@classCode='INST']/kindOfProduct[@classCode='MMAT'][@determinerCode='KIND']/part[@classCode='PART'][r]/partProduct/asManufacturedProduct/subjectOf/approval/code[@codeSystem='2.16.840.1.113883.3.989.5.1.2.2.1.1.6']/@code[observation[id]code[@code='2'][@codeSystem='2.16.840.1.113883.3.989.2.1.1.19']]][i]/observation[@classCode='OBS'][@moodCode='EVN']/performer[@typeCode='PRF']/assignedEntity[@classCode='ASSIGNED'][@codeSystem='2.16.840.1.113883.3.989.5.1.2.2.1.1.6 ']/@code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA,FDA.G.k.12.r,FDA.G.k.12.r.11.r,Remedial Action Initiated,1,N,"<Observation><code>= C54594
1-Recall
2-Repair
3-Replacement
4-Relabeling
5-Notification
6-Inspection
7-Patient Monitoring
8-Modification or Adjustment
9-Other",-,-,Conditional-Required,"Required, if Malfunction (FDA.G.k.12.r.1) is 'true' and Local Criteria Report Type (FDA.C.1.7.1) = 4 (5-Day). One or more codes can be provided.",-,-,,,"<Observation><code>= C54594.  
C53604=Inspection 
C53606=Modification 
C25297=Notification 
C17649=Other 
C53609=Recall 
C73607=Relabeling 
C53611=Repair 
C53610=Replace 
C53607=Patient Monitoring",Conditional-Mandatory,"This field is required when Malfunction = true , C.1.7 = Yes and Local Criteria for Report = 5 day. One or more codes can be provided.",FDA regional data element,,No,No,No,No,No,No,No,No,No,2.16.840.1.113883.3.989.5.1.2.1.1.3 ,,,"/MCCI_IN200100UV01/PORR_IN049016UV[r]/controlActProcess[@classCode='CACT'][@moodCode='EVN']/subject[@typeCode='SUBJ']/investigationEvent[@classCode='INVSTG'][@moodCode='EVN']/component[@typeCode='COMP'][adverseEventAssessment]/adverseEventAssessment[@classCode='INVSTG'][@moodCode='EVN']/subject1[@typeCode='SBJ']/primaryRole[@classCode='INVSBJ']/subjectOf2[@typeCode='SBJ'][organizer/code[@code='4'][@codeSystem='2.16.840.1.113883.3.989.2.1.1.20']]/organizer[@classCode='CATEGORY'][@moodCode='EVN']/component[@typeCode='COMP'][substanceAdministration/id][k]/substanceAdministration[@classCode='SBADM'][@moodCode='EVN']/consumable[@typeCode='CSM']/instanceOfKind[@classCode='INST']/kindOfProduct[@classCode='MMAT'][@determinerCode='KIND']/part[@classCode='PART'][r]/deviceOf[observation/code[@codeSystem='2.16.840.1.113883.3.989.2.1.1.19']][r]/observation[@classCode='OBS'][@moodCode='EVN']/value[@xsi:type='CE'][@codeSystem='2.16.840.1.113883.3.989.5.1.2.2.1.1.4']/@code
/subjectOf[typeCode=""SBJ""]/ObservationEvent/code[@code='2'][@codeSystem='2.16.840.1.113883.3.989.2.1.1.19']][1]/ObservationEvent[@classCode='OBS'][@moodCode='EVN']/value[@xsi:type='CE']/[@codeSystem='2.16.840.1.113883.3.989.5.1.2.2.1.1.4 ']/@code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
